y,timestamp,z,x
0.3515625,14.9013671875,-0.337890625,0.0537109375
0.1865234375,15.01171875,-0.1513671875,-0.1162109375
0.775390625,15.12255859375,-0.4111328125,0.8857421875
-0.5771484375,15.23291015625,0.0341796875,0.5205078125
-0.5419921875,15.34375,0.18359375,0.521484375
-1.36328125,15.4541015625,0.763671875,-1.2734375
0.1650390625,15.56494140625,-0.75390625,0.1279296875
0.560546875,15.67529296875,-0.044921875,-0.333984375
0.0185546875,15.78564453125,0.1005859375,0.6904296875
-0.2392578125,15.896484375,0.06640625,0.482421875
-0.1533203125,16.0068359375,0.2265625,0.0546875
0.0400390625,16.11767578125,-0.15234375,-0.2158203125
-0.4296875,16.22802734375,0.482421875,-0.2353515625
0.435546875,16.3388671875,-0.2744140625,0.560546875
-0.7099609375,16.44921875,-0.1103515625,-1.1328125
0.255859375,16.56005859375,-0.048828125,-0.54296875
0.591796875,16.67041015625,-0.0224609375,0.2939453125
-0.5517578125,16.78076171875,0.048828125,0.0908203125
-0.634765625,16.8916015625,0.853515625,-0.75390625
-0.509765625,17.001953125,0.373046875,0.3115234375
0.2109375,17.11279296875,-0.4853515625,0.4453125
0.00390625,17.22314453125,0.0615234375,-0.7470703125
0.927734375,17.333984375,-0.4482421875,-0.1943359375
-0.076171875,17.4443359375,-0.00390625,-0.5205078125
-0.3837890625,17.5546875,0.173828125,0.0
0.0732421875,17.66552734375,-0.072265625,-0.5126953125
-0.234375,17.77587890625,0.20703125,-0.0986328125
0.47265625,17.88671875,0.013671875,-0.4111328125
0.169921875,17.9970703125,-0.3037109375,0.048828125
1.1201171875,18.10791015625,-0.7939453125,-0.279296875
0.765625,18.21826171875,-0.31640625,-0.3857421875
0.1748046875,18.3291015625,-0.533203125,-0.779296875
-0.2744140625,18.439453125,0.2744140625,-0.7392578125
0.5791015625,18.5498046875,-0.2763671875,0.1396484375
-0.185546875,18.66064453125,0.4072265625,-0.5517578125
0.1240234375,18.77099609375,0.0498046875,0.6611328125
-0.2060546875,18.8818359375,0.2529296875,-1.1298828125
0.5068359375,18.9921875,-0.1259765625,-0.369140625
0.70703125,19.10302734375,-0.775390625,-0.052734375
0.0830078125,19.21337890625,-0.2626953125,-0.349609375
-0.095703125,19.32373046875,0.744140625,-1.0537109375
-0.193359375,19.4345703125,0.6796875,0.1162109375
0.0458984375,19.544921875,-0.228515625,0.083984375
0.263671875,19.65576171875,0.1826171875,-0.0712890625
0.404296875,19.76611328125,0.1201171875,0.3232421875
-0.1708984375,19.876953125,0.8623046875,-0.3076171875
0.634765625,19.9873046875,0.0849609375,0.2001953125
0.2666015625,20.09814453125,0.2373046875,-0.89453125
0.4560546875,20.20849609375,0.26171875,-0.796875
0.1328125,20.31884765625,0.501953125,0.037109375
0.1044921875,20.4296875,0.62890625,0.388671875
0.154296875,20.5400390625,0.4853515625,0.822265625
0.169921875,20.65087890625,0.548828125,0.078125
-0.423828125,20.76123046875,1.0595703125,0.044921875
0.3115234375,20.8720703125,0.568359375,0.6943359375
-0.2109375,20.982421875,0.935546875,1.10546875
0.7919921875,21.0927734375,0.9287109375,0.7021484375
0.73828125,21.20361328125,0.63671875,0.689453125
0.7958984375,21.31396484375,0.8994140625,0.8056640625
1.0791015625,21.4248046875,0.7041015625,0.8076171875
0.7919921875,21.53515625,0.8427734375,0.4677734375
0.642578125,21.64599609375,0.9287109375,0.353515625
0.66796875,21.75634765625,1.08203125,1.359375
1.1904296875,21.8671875,0.6025390625,1.2587890625
1.0439453125,21.9775390625,0.6591796875,1.1494140625
-0.1220703125,22.087890625,1.576171875,0.662109375
0.7841796875,22.19873046875,1.1748046875,1.0546875
1.7216796875,22.30908203125,1.015625,0.8662109375
1.5732421875,22.419921875,0.8564453125,1.0146484375
1.3623046875,22.5302734375,1.09765625,1.080078125
1.1103515625,22.64111328125,1.2021484375,0.3798828125
1.4287109375,22.75146484375,1.2314453125,0.0205078125
0.884765625,22.86181640625,1.3564453125,-0.138671875
1.375,22.97265625,1.2802734375,0.3349609375
0.8603515625,23.0830078125,1.927734375,-0.009765625
1.5224609375,23.19384765625,1.203125,1.2236328125
0.9892578125,23.30419921875,1.8955078125,-0.5712890625
0.72265625,23.4150390625,1.7548828125,-0.1357421875
1.1123046875,23.525390625,1.5830078125,0.7333984375
0.9287109375,23.63623046875,1.7666015625,-0.125
1.3525390625,23.74658203125,1.470703125,-0.6728515625
1.65234375,23.85693359375,1.419921875,0.5263671875
0.8486328125,23.9677734375,1.7568359375,0.30859375
1.0615234375,24.078125,1.7822265625,0.2919921875
1.302734375,24.18896484375,1.3857421875,0.7158203125
0.8984375,24.29931640625,1.6494140625,0.314453125
1.1328125,24.41015625,1.34765625,-0.138671875
0.798828125,24.5205078125,1.6943359375,0.1513671875
1.0625,24.630859375,1.662109375,-0.2607421875
1.615234375,24.74169921875,1.5439453125,0.123046875
1.8291015625,24.85205078125,1.4921875,-0.0947265625
1.71484375,24.962890625,1.4580078125,-0.1806640625
1.474609375,25.0732421875,1.720703125,-0.1796875
1.4736328125,25.18408203125,1.88671875,0.310546875
1.173828125,25.29443359375,1.6181640625,-0.09375
1.21484375,25.4052734375,1.6865234375,-0.0087890625
1.7470703125,25.515625,1.5654296875,-0.171875
1.3857421875,25.6259765625,1.7060546875,-0.26171875
1.2529296875,25.73681640625,1.7099609375,-0.5576171875
1.1240234375,25.84716796875,1.546875,0.3466796875
1.59375,25.9580078125,1.5,-0.1572265625
0.7353515625,26.068359375,1.9521484375,-0.0390625
2.5615234375,26.17919921875,1.2646484375,0.4052734375
1.6533203125,26.28955078125,1.3369140625,-0.8232421875
0.51171875,26.39990234375,2.28515625,-0.4130859375
0.60546875,26.5107421875,1.890625,0.0234375
0.658203125,26.62109375,1.7978515625,0.185546875
1.78515625,26.73193359375,0.478515625,-0.1435546875
0.974609375,26.84228515625,1.5869140625,-0.626953125
0.74609375,26.953125,1.9794921875,-0.294921875
0.9912109375,27.0634765625,1.1845703125,-0.2724609375
1.263671875,27.173828125,1.099609375,0.08984375
0.853515625,27.28466796875,1.3525390625,-0.1328125
0.69921875,27.39501953125,1.01953125,-0.181640625
1.083984375,27.505859375,0.8740234375,0.107421875
0.83984375,27.6162109375,1.140625,0.048828125
0.8720703125,27.72705078125,1.181640625,-0.306640625
0.7919921875,27.83740234375,1.4619140625,-0.333984375
1.0107421875,27.9482421875,1.1279296875,0.0419921875
1.1357421875,28.05859375,0.955078125,0.0068359375
0.6875,28.1689453125,1.1962890625,-0.2470703125
0.9423828125,28.27978515625,0.8916015625,-0.0419921875
0.578125,28.39013671875,0.9091796875,0.01171875
0.6630859375,28.5009765625,0.7353515625,0.0087890625
0.4814453125,28.611328125,0.513671875,0.3095703125
0.5673828125,28.72216796875,0.556640625,0.48046875
0.345703125,28.83251953125,0.55078125,0.00390625
0.41015625,28.94287109375,0.4873046875,-0.0634765625
0.3017578125,29.0537109375,0.4794921875,0.078125
0.181640625,29.1640625,0.3603515625,0.2265625
0.005859375,29.27490234375,0.224609375,0.13671875
-0.1005859375,29.38525390625,0.095703125,0.0478515625
-0.2080078125,29.49609375,-0.0390625,0.103515625
-0.359375,29.6064453125,-0.2490234375,0.1416015625
-0.666015625,29.71728515625,-0.8095703125,0.158203125
-0.740234375,29.82763671875,-0.7158203125,0.0654296875
-0.6064453125,29.93798828125,-0.3759765625,0.1337890625
-0.451171875,30.048828125,-0.5888671875,0.1923828125
-0.46484375,30.1591796875,-0.564453125,0.18359375
-0.525390625,30.27001953125,-0.525390625,0.0712890625
-0.3623046875,30.38037109375,-0.5302734375,0.1005859375
-0.3583984375,30.4912109375,-0.51953125,0.029296875
-0.4501953125,30.6015625,-0.5537109375,0.0791015625
-0.48828125,30.7119140625,-0.6279296875,0.119140625
-0.322265625,30.82275390625,-0.6474609375,0.0400390625
-0.45703125,30.93310546875,-0.6298828125,0.0869140625
-0.486328125,31.0439453125,-0.6552734375,-0.02734375
-0.78125,31.154296875,-0.619140625,-0.2421875
-0.5498046875,31.26513671875,-0.7880859375,0.1611328125
-0.6748046875,31.37548828125,-0.7451171875,-0.1416015625
-0.814453125,31.486328125,-0.6328125,-0.0732421875
-0.71484375,31.5966796875,-0.775390625,-0.0595703125
-0.9580078125,31.70703125,-0.9921875,0.0439453125
-0.892578125,31.81787109375,-1.041015625,-0.0419921875
-1.1279296875,31.92822265625,-1.1630859375,0.01953125
-1.2568359375,32.0390625,-1.3837890625,-0.052734375
-1.33984375,32.1494140625,-1.447265625,-0.0908203125
-1.4248046875,32.26025390625,-1.6591796875,-0.10546875
-1.4814453125,32.37060546875,-1.654296875,-0.0625
-1.63671875,32.48095703125,-1.6689453125,-0.2177734375
-1.5849609375,32.591796875,-1.927734375,-0.220703125
-1.634765625,32.7021484375,-1.7158203125,-0.478515625
-1.5693359375,32.81298828125,-1.71484375,-0.5625
-1.2802734375,32.92333984375,-1.6064453125,-0.630859375
-1.3828125,33.0341796875,-1.505859375,-0.2451171875
-1.1240234375,33.14453125,-1.4013671875,-0.40625
-1.3271484375,33.2548828125,-1.37890625,-0.2294921875
-1.1611328125,33.36572265625,-1.4072265625,-0.78125
-1.4560546875,33.47607421875,-1.3642578125,-0.9248046875
-1.142578125,33.5869140625,-1.322265625,-0.9814453125
-1.3916015625,33.697265625,-1.2177734375,-1.041015625
-1.1357421875,33.80810546875,-1.4833984375,-1.287109375
-1.4423828125,33.91845703125,-1.0126953125,-1.2109375
-0.7646484375,34.029296875,-1.1669921875,-1.197265625
-1.212890625,34.1396484375,-1.177734375,-1.25390625
-0.9990234375,34.25,-1.017578125,-1.5751953125
-0.845703125,34.36083984375,-1.2900390625,-1.6689453125
-1.1484375,34.47119140625,-0.7998046875,-1.9130859375
-0.6279296875,34.58203125,-1.0048828125,-2.150390625
-0.9169921875,34.6923828125,-0.8349609375,-2.3125
-0.8720703125,34.80322265625,-0.8369140625,-2.6982421875
-0.708984375,34.91357421875,-1.0595703125,-1.26171875
-0.619140625,35.02392578125,-1.2919921875,-2.033203125
-0.900390625,35.134765625,-1.3310546875,-2.3837890625
-1.4375,35.2451171875,-0.8349609375,-2.2724609375
-0.8720703125,35.35595703125,-1.0986328125,-2.0986328125
-1.1103515625,35.46630859375,-1.1396484375,-2.216796875
-0.9404296875,35.5771484375,-1.2353515625,-1.921875
-1.5517578125,35.6875,-0.833984375,-1.396484375
-1.2744140625,35.79833984375,-0.966796875,-1.806640625
-1.3095703125,35.90869140625,-1.666015625,-1.408203125
-0.9248046875,36.01904296875,-1.685546875,-0.9267578125
-1.05859375,36.1298828125,-1.2880859375,-1.2001953125
-1.3330078125,36.240234375,-1.3251953125,-1.1328125
-1.4052734375,36.35107421875,-1.318359375,-0.3916015625
-1.2001953125,36.46142578125,-1.1083984375,-0.501953125
-1.0146484375,36.572265625,-1.50390625,-0.21875
-0.9169921875,36.6826171875,-1.1572265625,0.7373046875
-1.369140625,36.79296875,-1.068359375,0.3212890625
-0.6396484375,36.90380859375,-1.4072265625,0.771484375
-1.375,37.01416015625,-1.1103515625,0.1923828125
-1.4130859375,37.125,-0.7890625,0.205078125
-1.1572265625,37.2353515625,-0.9716796875,0.9404296875
-1.03515625,37.34619140625,-1.0908203125,0.5185546875
-1.2607421875,37.45654296875,-0.58203125,0.255859375
-0.8232421875,37.56689453125,-1.05078125,0.716796875
-0.7529296875,37.677734375,-0.9814453125,1.0205078125
-0.5625,37.7880859375,-1.064453125,0.8916015625
-0.8427734375,37.89892578125,-1.140625,0.5908203125
-0.8447265625,38.00927734375,-0.7451171875,0.6103515625
-0.8759765625,38.1201171875,-0.591796875,0.8642578125
-0.765625,38.23046875,-0.7880859375,1.0537109375
-0.2607421875,38.34130859375,-0.8798828125,0.9111328125
-0.9501953125,38.45166015625,-0.7041015625,0.939453125
-0.89453125,38.56201171875,-0.5068359375,0.8271484375
-0.71484375,38.6728515625,-0.8876953125,0.5947265625
-0.2724609375,38.783203125,-0.8330078125,1.07421875
-0.4208984375,38.89404296875,-0.7177734375,0.6708984375
-0.6015625,39.00439453125,-1.0673828125,0.8583984375
-0.310546875,39.115234375,-0.7373046875,0.8076171875
-0.6533203125,39.2255859375,-0.5048828125,1.2041015625
-0.568359375,39.3359375,-0.927734375,0.609375
-0.78515625,39.44677734375,-0.6953125,0.2666015625
-0.412109375,39.55712890625,-0.9150390625,0.4287109375
-0.203125,39.66796875,-0.6591796875,0.4345703125
-0.1513671875,39.7783203125,-1.1552734375,0.17578125
-1.6328125,39.88916015625,0.3935546875,0.177734375
-1.9482421875,39.99951171875,0.21484375,1.1337890625
-0.3076171875,40.1103515625,-0.4228515625,0.1904296875
-0.9130859375,40.220703125,-0.302734375,0.8310546875
-0.1923828125,40.3310546875,-0.751953125,0.94921875
-0.5703125,40.44189453125,-0.4365234375,0.91015625
-0.4052734375,40.55224609375,-0.8232421875,0.7919921875
-0.25390625,40.6630859375,-0.7822265625,0.7470703125
-0.5341796875,40.7734375,-0.3564453125,0.59765625
-0.587890625,40.88427734375,-0.2861328125,0.16015625
-0.595703125,40.99462890625,-0.3291015625,0.7099609375
-0.3759765625,41.10498046875,-0.521484375,0.234375
-0.6181640625,41.2158203125,-0.3388671875,0.294921875
-0.400390625,41.326171875,-0.3330078125,-0.283203125
-0.427734375,41.43701171875,-0.2900390625,-0.3017578125
-0.474609375,41.54736328125,-0.2236328125,0.5625
-0.58203125,41.658203125,-0.3544921875,0.4248046875
-0.2607421875,41.7685546875,-0.3994140625,0.6005859375
-0.001953125,41.87890625,-0.1904296875,-0.8251953125
0.232421875,41.98974609375,-0.6298828125,-0.833984375
-0.4228515625,42.10009765625,-0.1396484375,0.23046875
-0.291015625,42.2109375,0.0048828125,0.189453125
-0.1376953125,42.3212890625,0.095703125,-0.7470703125
-0.296875,42.43212890625,-0.1484375,-0.6435546875
-0.416015625,42.54248046875,0.150390625,-0.0927734375
-0.0634765625,42.6533203125,-0.1884765625,0.419921875
0.6259765625,42.763671875,-0.6015625,-0.8798828125
-0.1484375,42.8740234375,-0.205078125,-0.5458984375
-0.453125,42.98486328125,0.501953125,-0.123046875
-0.1474609375,43.09521484375,0.0390625,-0.31640625
0.314453125,43.2060546875,-0.43359375,-0.9755859375
0.462890625,43.31640625,0.14453125,0.125
-0.12109375,43.42724609375,0.20703125,-0.099609375
-0.1533203125,43.53759765625,0.3427734375,-0.1640625
-0.025390625,43.64794921875,0.5419921875,0.2802734375
-0.154296875,43.7587890625,0.232421875,-0.171875
-0.3955078125,43.869140625,0.1005859375,0.13671875
-0.1064453125,43.97998046875,0.478515625,-0.2333984375
-0.0322265625,44.09033203125,0.1904296875,0.0595703125
0.1748046875,44.201171875,0.267578125,-0.318359375
0.00390625,44.3115234375,0.181640625,-0.20703125
-0.0244140625,44.421875,0.107421875,-0.4140625
-0.3271484375,44.53271484375,0.60546875,0.1357421875
0.287109375,44.64306640625,0.0927734375,-0.3828125
0.24609375,44.75390625,0.400390625,-0.1689453125
0.5400390625,44.8642578125,-0.0400390625,-0.458984375
0.2666015625,44.97509765625,-0.0458984375,-0.25390625
0.345703125,45.08544921875,0.1845703125,0.2529296875
0.1435546875,45.1962890625,0.04296875,0.1513671875
0.646484375,45.306640625,0.2958984375,0.7265625
-0.224609375,45.4169921875,0.5908203125,0.51953125
-0.216796875,45.52783203125,0.5361328125,0.53125
0.05859375,45.63818359375,0.375,0.7431640625
0.326171875,45.7490234375,0.1416015625,0.1630859375
0.4892578125,45.859375,0.28515625,-0.01171875
0.25390625,45.97021484375,0.228515625,0.1669921875
0.1845703125,46.08056640625,0.3916015625,0.3125
-0.0419921875,46.19091796875,0.3681640625,0.392578125
0.2158203125,46.3017578125,0.4248046875,0.50390625
0.7236328125,46.412109375,-0.3486328125,0.322265625
0.62109375,46.52294921875,0.2724609375,1.5859375
0.3515625,46.63330078125,0.341796875,1.0126953125
0.0732421875,46.744140625,0.421875,-0.076171875
0.615234375,46.8544921875,0.162109375,0.328125
0.9365234375,46.96484375,-0.1943359375,1.154296875
0.337890625,47.07568359375,0.3857421875,1.0634765625
-0.1748046875,47.18603515625,0.8564453125,0.0166015625
0.328125,47.296875,0.6904296875,0.8349609375
-0.0478515625,47.4072265625,0.8291015625,1.173828125
0.2275390625,47.51806640625,0.7568359375,0.55078125
0.166015625,47.62841796875,0.4697265625,0.1884765625
0.876953125,47.7392578125,0.5595703125,1.029296875
0.5068359375,47.849609375,0.59375,0.7197265625
1.1630859375,47.9599609375,0.54296875,0.7529296875
0.5947265625,48.07080078125,1.0029296875,0.6435546875
0.9345703125,48.18115234375,0.9033203125,0.453125
0.9287109375,48.2919921875,0.7685546875,0.7353515625
0.416015625,48.40234375,1.4169921875,0.248046875
0.9052734375,48.51318359375,0.8505859375,0.5400390625
0.4736328125,48.62353515625,1.4462890625,0.1640625
0.6591796875,48.73388671875,0.6494140625,0.22265625
1.138671875,48.8447265625,0.9658203125,0.3310546875
1.09765625,48.955078125,0.880859375,0.1142578125
0.8857421875,49.06591796875,0.9521484375,-0.318359375
0.7451171875,49.17626953125,1.1611328125,1.048828125
0.9716796875,49.287109375,1.0869140625,0.9619140625
0.146484375,49.3974609375,1.3701171875,-0.34375
0.603515625,49.5078125,1.001953125,-0.4501953125
0.9921875,49.61865234375,1.00390625,0.931640625
1.482421875,49.72900390625,0.716796875,0.4560546875
0.734375,49.83984375,0.9560546875,-0.0771484375
0.7822265625,49.9501953125,1.2353515625,0.18359375
0.982421875,50.06103515625,1.3359375,0.96484375
1.015625,50.17138671875,1.5751953125,0.0859375
1.650390625,50.2822265625,1.48046875,-0.1328125
1.2197265625,50.392578125,1.5,0.642578125
1.03515625,50.5029296875,1.6044921875,-0.30859375
0.69140625,50.61376953125,2.2275390625,0.267578125
0.744140625,50.72412109375,1.82421875,-0.361328125
2.4921875,50.8349609375,0.3623046875,0.400390625
1.322265625,50.9453125,1.7490234375,-0.6982421875
2.12109375,51.05615234375,1.126953125,-0.2412109375
1.6181640625,51.16650390625,1.564453125,0.5048828125
1.927734375,51.27685546875,1.2744140625,-0.0322265625
1.2333984375,51.3876953125,2.0078125,0.23046875
1.599609375,51.498046875,1.759765625,-0.34765625
2.2294921875,51.60888671875,1.45703125,-0.7685546875
1.291015625,51.71923828125,2.078125,-0.2421875
1.322265625,51.830078125,2.1162109375,-0.763671875
1.5,51.9404296875,2.2626953125,-0.9052734375
1.2197265625,52.05078125,1.810546875,-1.3466796875
1.5078125,52.16162109375,1.6640625,-1.740234375
2.0205078125,52.27197265625,1.8291015625,-1.6826171875
1.6044921875,52.3828125,1.4404296875,-2.068359375
1.7109375,52.4931640625,1.126953125,-2.08203125
1.490234375,52.60400390625,1.7783203125,-2.544921875
1.134765625,52.71435546875,1.55859375,-2.591796875
1.130859375,52.82470703125,1.3837890625,-2.4921875
0.732421875,52.935546875,1.318359375,-3.06640625
0.3076171875,53.0458984375,1.2265625,-3.466796875
0.5478515625,53.15673828125,1.0,-3.2880859375
0.1953125,53.26708984375,0.69140625,-3.34765625
0.22265625,53.3779296875,0.494140625,-2.845703125
0.560546875,53.48828125,0.087890625,-4.318359375
0.00390625,53.59912109375,0.5927734375,-4.125
0.0390625,53.70947265625,0.4697265625,-4.3603515625
0.3212890625,53.81982421875,0.259765625,-4.2626953125
-0.1357421875,53.9306640625,0.7470703125,-4.2705078125
0.0322265625,54.041015625,0.7021484375,-4.3095703125
-0.283203125,54.15185546875,0.7421875,-4.1943359375
0.0126953125,54.26220703125,0.837890625,-4.375
-0.4853515625,54.373046875,0.90234375,-4.2587890625
0.220703125,54.4833984375,0.6708984375,-4.0556640625
0.12109375,54.59375,0.326171875,-4.572265625
-0.498046875,54.70458984375,0.529296875,-3.921875
0.3173828125,54.81494140625,-0.021484375,-4.2734375
-0.8681640625,54.92578125,0.6484375,-3.1220703125
-0.62109375,55.0361328125,0.451171875,-3.7470703125
-0.4443359375,55.14697265625,0.58203125,-3.8583984375
-0.3544921875,55.25732421875,0.224609375,-4.2880859375
-0.52734375,55.36767578125,-0.2666015625,-4.2333984375
-0.634765625,55.478515625,-0.7939453125,-3.392578125
-0.3544921875,55.5888671875,-1.14453125,-2.8564453125
-1.197265625,55.69970703125,-0.5537109375,-2.5556640625
-1.42578125,55.81005859375,-0.6171875,-1.919921875
-1.166015625,55.9208984375,-1.3076171875,-1.6015625
-0.533203125,56.03125,-1.259765625,-0.5458984375
-1.4970703125,56.14208984375,-0.6982421875,-1.0087890625
-0.2529296875,56.25244140625,-1.736328125,-1.3515625
-0.9326171875,56.36279296875,-1.318359375,-0.28515625
-1.08984375,56.4736328125,-0.8720703125,-0.71484375
-1.197265625,56.583984375,-0.9453125,-0.580078125
